消息ID,用户ID,用户名,屏幕名,转发消息ID,消息内容,消息URL,来源,图片URL,音频URL,视频URL,地理坐标,转发数,评论数,赞数,发布时间
3768110068969506,1889390115,1889390115,萧尘空间,,225ss62fndz4u1tg,BszQWBDns,WeicoPro,,,,,0,0,0,1413870912000
3873325325787698,2063577765,2063577765,搞笑微榜,,绝逼亲爹...这些孩子的人生从小就不容易啊！[笑cry],CuLwEohDY,微博 weibo.com,"http://ww1.sinaimg.cn/thumb180/7affb2a5gw1euu32z4i08g206o082qv5.gif,http://ww4.sinaimg.cn/thumb180/7affb2a5gw1euu33kces9g205s07se82.gif,http://ww4.sinaimg.cn/thumb180/7affb2a5gw1euu34dsgk8g208w05ukjm.gif,http://ww2.sinaimg.cn/thumb180/7affb2a5gw1euu351orizg209808xu0x.gif,http://ww4.sinaimg.cn/thumb180/7affb2a5gw1euu35dzr1og206t05rx50.gif,http://ww3.sinaimg.cn/thumb180/7affb2a5gw1euu36zthgug207n06f15x.gif,http://ww1.sinaimg.cn/thumb180/7affb2a5gw1euu384e9wug20b4069kjl.gif,http://ww1.sinaimg.cn/thumb180/7affb2a5gw1euu38n9z17g207u07whdp.gif,http://ww3.sinaimg.cn/thumb180/7affb2a5gw1euu39ih55eg206i09qu0x.gif",,,,2145,844,2412,1438956183000
3873327510889915,1889390201,1889390201,伊-生如夏花,3873325325787698,"哈哈哈,机制的美女阿姨!!~~[笑cry][笑cry]",CuLAb3Jvt,微博桌面,,,,,0,0,0,1438956703000
3873222757679279,5386057519,5386057519,我的玛丽你的苏,,【你最爱的人心里，是否藏着另一个她？】和老公结婚一年，婚后不久我就因为学习出去，现在终于和老公在一块，却发现他心里还装着另一个女人，我无法接受打算离家，他居然要我履行所谓的“夫妻义务”，呵呵，你自己成了破鞋，我还要伺候你？,CuIRdwdJl,微博 weibo.com,"http://ww3.sinaimg.cn/thumb180/005SvlBtgw1euu2kmua3hj30c87guhdg.jpg,http://ww4.sinaimg.cn/thumb180/005SvlBtgw1euu2kqw2avj30c8bjm1kx.jpg,http://ww4.sinaimg.cn/thumb180/005SvlBtgw1euu2kvenf6j30c8boi1kx.jpg,http://ww4.sinaimg.cn/thumb180/005SvlBtgw1euu2kzfkz5j30c8bt91kx.jpg,http://ww4.sinaimg.cn/thumb180/005SvlBtgw1euu2l366h5j30c8bcbqux.jpg,http://ww2.sinaimg.cn/thumb180/005SvlBtgw1euu2l6yregj30c8ayo1kx.jpg,http://ww4.sinaimg.cn/thumb180/005SvlBtgw1euu2lazrwrj30c8ayzb1u.jpg,http://ww1.sinaimg.cn/thumb180/005SvlBtgw1euu2lf4yj1j30c8b6f1kx.jpg,http://ww2.sinaimg.cn/thumb180/005SvlBtgw1euu2lj2bj0j30c8bnp1kx.jpg",,,,1049,227,1349,1438931729000
3873224959636449,1889390201,1889390201,伊-生如夏花,3873222757679279,哎呦，我的天[嘻嘻][哈哈],CuIULEqSB,微博桌面,,,,,0,0,0,1438932254000
3873190473978908,2584370437,2584370437,小小姐妮可,,#戚薇女王乔安# 乔安是个自带发光的女王，戚乔安，你好，我叫你一声女王，你赶紧答应！,CuI19gH5W,360安全浏览器,"http://ww2.sinaimg.cn/thumb180/9a0a5d05gw1eutyu3575uj214w1jltrn.jpg,http://ww1.sinaimg.cn/thumb180/9a0a5d05gw1eutyu5tn71j215p1jlkcg.jpg,http://ww1.sinaimg.cn/thumb180/9a0a5d05gw1eutyu7scarj21kw1794h7.jpg,http://ww3.sinaimg.cn/thumb180/9a0a5d05gw1eutyuae18ej21kw179h5l.jpg",,,,883,395,2044,1438924032000
3873193678520822,1889390201,1889390201,伊-生如夏花,3873190473978908,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈~ [哈哈],CuI6jzKEC,微博桌面,,,,,0,0,0,1438924796000
3872540654758908,3008341105,3008341105,我的午夜书单,,【恐怖！死不瞑目的人死后也不安宁】父亲失踪有几年了，找他的同时为了生活我就帮姑姑搬运尸体，那次搬了一具双眼瞪得滚圆的女尸后，我的生活变得不正常起来，一件件离奇惊悚的事情发生在我身上，好像幕后有一一双无形的大手，推动着我踏向死亡！,Cur73jY0A,微博 weibo.com,"http://ww2.sinaimg.cn/thumb180/b34fa471gw1euruze5m3qj20c63x1tkh.jpg,http://ww4.sinaimg.cn/thumb180/b34fa471gw1euruzkj6saj20c63x14a6.jpg,http://ww3.sinaimg.cn/thumb180/b34fa471gw1euruzu3rojj20c63x1qe8.jpg,http://ww3.sinaimg.cn/thumb180/b34fa471gw1eurv026j6qj20c63x1tjy.jpg,http://ww1.sinaimg.cn/thumb180/b34fa471gw1eurv0bvh2yj20c63x1drw.jpg,http://ww3.sinaimg.cn/thumb180/b34fa471gw1eurv0m5z3wj20c63x1gxs.jpg,http://ww3.sinaimg.cn/thumb180/b34fa471gw1eurv0stln3j20c63x17g1.jpg,http://ww3.sinaimg.cn/thumb180/b34fa471gw1eurv16lb5ij20c63x1k3a.jpg,http://ww3.sinaimg.cn/thumb180/b34fa471gw1eurv1b5tvwj20c63x1wq8.jpg",,,,797,222,615,1438769103000
3872542760353691,1889390201,1889390201,伊-生如夏花,3872540654758908,好欢乐[哈哈],Curas1u0H,微博桌面,,,,,0,0,0,1438769605000
3872496967288813,1297569021,1297569021,洪冰瑶,,如果碰到这样的英语老师，我已经脑补1000+种先把他卖到电视台再灭口的方法。 哈哈哈！卧槽槽槽！流弊！哈哈哈哈…… 我是个出生在新疆祖籍广东的上海人…我尽力了…[酷][酷][酷]#爆笑对嘴大赛#”#大连话神速公布英语成绩#秒拍视频 秒拍视频 .,CupYAuA9v,iPhone 6,,,,,4312,514,3805,1438758685000
3872499051874834,1889390201,1889390201,伊-生如夏花,3872496967288813,回复@violet琳 你能不能别总是看这么没有营养的东西,Cuq1X7RJg,微博桌面,,,,,0,0,0,1438759184000
3872464553628575,5386057519,5386057519,我的玛丽你的苏,,【当爱情和友情遭遇真爱时，该如何抉择？】她被人陷害，害他的初恋成为了植物人。结婚四年，他对她恨之入骨。本以为离婚，她可以全身而退，他却不肯放手，纠缠不休，直到他的植物人初恋忽然苏醒，惊天的阴谋终于揭晓……剧情极具反转性，建议先马后看。,Cup8jfdXp,360安全浏览器,"http://ww2.sinaimg.cn/thumb180/005SvlBtgw1eurnazzsb2j30c877zwvv.jpg,http://ww1.sinaimg.cn/thumb180/005SvlBtgw1eurnb20a9gj30c886c1bj.jpg,http://ww4.sinaimg.cn/thumb180/005SvlBtgw1eurnb428n6j30c87i6qn0.jpg,http://ww1.sinaimg.cn/thumb180/005SvlBtgw1eurnb6c4ogj30c86bth2r.jpg,http://ww2.sinaimg.cn/thumb180/005SvlBtgw1eurnb85lkzj30c87n0dy6.jpg,http://ww4.sinaimg.cn/thumb180/005SvlBtgw1eurnb9utunj30c877vdxz.jpg,http://ww2.sinaimg.cn/thumb180/005SvlBtgw1eurnbcc5ioj30c873rdxu.jpg,http://ww3.sinaimg.cn/thumb180/005SvlBtgw1eurnbdql7oj30c86qfk8n.jpg,http://ww4.sinaimg.cn/thumb180/005SvlBtgw1eurnbh058ej30c87g5nhx.jpg",,,,805,152,796,1438750958000
3872466948930455,1889390201,1889390201,伊-生如夏花,3872464553628575,这个称呼真危险。。。想想就后怕[喵喵]@当里个当的铛,CupcaBtdB,微博桌面,,,,,0,0,0,1438751529000
3872207996865444,1883564374,1883564374,我和动漫的日常,,在岛国，有一位53岁的超市店长经常在顾客留言栏里面给来往的客人回复留言，然后顺手画一些时下热门的动漫人物...到后来，慕名而来的顾客根本不是来好好提意见的，而是求！翻！牌！！别人家的店长啊。#( ´╥ω╥`)#,CuisvsO0Y,微博 weibo.com,"http://ww4.sinaimg.cn/thumb180/7044e956gw1euqtv9bpfnj20dw0afq48.jpg,http://ww3.sinaimg.cn/thumb180/7044e956gw1euqtva21o6j20dw0afab6.jpg,http://ww4.sinaimg.cn/thumb180/7044e956gw1euqtvatayrj20dw0afwfk.jpg,http://ww1.sinaimg.cn/thumb180/7044e956gw1euqtvcu8noj20dw0afq46.jpg,http://ww4.sinaimg.cn/thumb180/7044e956gw1euqtvf2nigj20dw0bvdh8.jpg,http://ww2.sinaimg.cn/thumb180/7044e956gw1euqtvfx14gj20lc0f9wir.jpg,http://ww4.sinaimg.cn/thumb180/7044e956gw1euqtvgq99dj20lc0dyjvi.jpg,http://ww1.sinaimg.cn/thumb180/7044e956gw1euqtvhmpj4j20lc0den0p.jpg,http://ww4.sinaimg.cn/thumb180/7044e956gw1euqtviupdbj20lb0fb0xr.jpg",,,,1725,358,3443,1438689790000
3872213545810673,1889390201,1889390201,伊-生如夏花,3872207996865444,@李维东L @趙小月__ @MoMoting景,CuiBsonCx,微博桌面,,,,,0,0,0,1438691112000
3872147061599177,1297569021,1297569021,洪冰瑶,,“哼！哼哼哼哼哼哼哼哼哈哈哈哈哈哈哈哈哈哈！哼哼哼哼哼哼哼哼哼哼哈哈哈哈哈哈哈哈哈！一堆堆肉疙瘩！ #我没有中二病# 因为我是被历史选中的人！#爆笑对嘴大赛#”秒拍视频（使用#秒拍#录制）,CugSe6I1b,秒拍客户端,,,,,595,70,297,1438675261000
3872149279965036,1889390201,1889390201,伊-生如夏花,3872147061599177,这个称呼真危险。。。想想就后怕[喵喵]@当里个当的铛,CugVNFOmo,微博桌面,,,,,0,0,0,1438675791000
3871473783307556,2803301701,2803301701,人民日报,,"【中韩大战一触即发！国足能否摘掉“恐韩症”】今晚21点，国足将坐镇主场迎来本次东亚杯的首个对手韩国队。主帅佩兰认为这是一场五五开的比赛，“对手很强很难缠，但我们已经做好准备。” 国足众将也表示要用胜利摘掉""恐韩症""的帽子。经验更加丰富的中国队能否取得开门红？转发，为@中国足球队 加油！",CtZmidSrG,人民日报微博,"http://ww1.sinaimg.cn/thumb180/a716fd45jw1euohqdwx4ej20cr07j75g.jpg,http://ww1.sinaimg.cn/thumb180/a716fd45jw1euohqdujfcj20b40eddgu.jpg,http://ww2.sinaimg.cn/thumb180/a716fd45jw1euohqe4gtjj20b407eaaz.jpg,http://ww2.sinaimg.cn/thumb180/a716fd45jw1euohqdo0esj20f909d765.jpg,http://ww1.sinaimg.cn/thumb180/a716fd45jw1euohqdqg77j20eu08k75u.jpg,http://ww2.sinaimg.cn/thumb180/a716fd45jw1euohqdylivj20m90efdlm.jpg,http://ww3.sinaimg.cn/thumb180/a716fd45jw1euohqdqkzej20iw0ak0ua.jpg,http://ww4.sinaimg.cn/thumb180/a716fd45jw1euohqdpkt2j2096064mxj.jpg,http://ww1.sinaimg.cn/thumb180/a716fd45jw1euohqdn6j8j20dc08wwfj.jpg",,,,1675,753,1675,1438514740000
3871498374338129,1889390201,1889390201,伊-生如夏花,3871473783307556,很欢乐[笑cry][笑cry][笑cry],CtZZXicxP,微博桌面,,,,,0,0,0,1438520603000
3817738507914942,2363225481,2363225481,华工微博协会,,【女生节之西区食堂】女生节，西区就是任性！广式早茶任大家享受！看到主页君都流口水了[花心]via夏槿凉安Cary,C7rsuxd2m,Android客户端,"http://ww2.sinaimg.cn/thumb180/8cdbf589jw1epx29nsjs5j21120rswhz.jpg,http://ww3.sinaimg.cn/thumb180/8cdbf589jw1epx29ov8n4j21120rswit.jpg,http://ww4.sinaimg.cn/thumb180/8cdbf589jw1epx29piif4j21120rstcl.jpg,http://ww2.sinaimg.cn/thumb180/8cdbf589jw1epx29psoltj21120rsacl.jpg,http://ww2.sinaimg.cn/thumb180/8cdbf589jw1epx29rb714j21120rsn0t.jpg,http://ww2.sinaimg.cn/thumb180/8cdbf589jw1epx29ru81lj21120rsq5i.jpg,http://ww3.sinaimg.cn/thumb180/8cdbf589jw1epx29sq5bwj21120rs780.jpg,http://ww3.sinaimg.cn/thumb180/8cdbf589jw1epx29th4bhj21120rstc2.jpg,http://ww4.sinaimg.cn/thumb180/8cdbf589jw1epx29ugecqj21120rsn18.jpg",,,,7,6,6,1425703253000
3817870641740092,1889390201,1889390201,伊-生如夏花,3817738507914942,怀念！,C7uTC7iG0,红米手机,,,,,0,0,0,1425734756000
3616039423898407,1265020392,1265020392,阿信,,通往幸福的道路不只有一條，重要的是不要因為害怕而停下腳步。 : ) 视频 #突然好想你#,A6Jg2gm9x,微博 weibo.com,http://ww4.sinaimg.cn/wap180/4b66ade8gw1e81lg1ufr7j20dc0dcq41.jpg,,,,40122,16214,12106,1377614445000
3597138141579901,2003442391,2003442391,毛毛和Shelly,,时光的碎片，记忆的棱角。2010年，那一年的夏天，我们遇见了却还是陌生人；2013年，这一年的夏天，我们离别了却还是挂心人。没有你们的日子，虽然还叫日子，却不是那些年的日子。你们，我最珍惜的人儿，最近好吗？致我们已经逝去的大学，永不逝去的友情@浮云闲斋 @伊-生如夏花 @糯米团子89 @kelymaria,zEL0q6D0h,Android客户端,,,,,2,1,0,1373108027000
3872217655920408,1889390325,1889390325,冰糖-雪莉,,电视机用了10+年了，还可以看哦！[馋嘴]@东芝电子,CuiI5oQas,iPhone客户端,http://ww2.sinaimg.cn/wap180/709dcef5jw1euqv5qi0zsj20xc18g16w.jpg,,,,0,1,0,1438692094000
3870370211823265,1889390325,1889390325,冰糖-雪莉,,只要升等级就有福利享，变身土豪就靠它，想想就有点小激动呢[太开心]小伙伴儿们速来围观，领取你的#微博等级专享礼#吧微博等级，升等级享好礼,CtwEl7Ejv,微博等级,,,,,0,0,0,1438251628000
3868579101099379,1889390325,1889390325,冰糖-雪莉,,#东芝×SNH48特别应援活动#鞠婧祎，加油！相信你能拿到第一！@SNH48-鞠婧祎 @北京1237 @东芝原装硬盘 @东芝电子 @极简主义er,CsM3s4BZV,iPhone客户端,,,,,0,0,1,1437824595000
3863804545184802,2689280541,2689280541,SNH48,,7月25日，#SNH48第2届总选举# 发布演唱会将在上海梅赛德斯奔驰文化中心举行。现开启“SNH48第2届总选举发布演唱会——梦想，我陪你一起追逐”有奖转发活动， 即刻起至7月15日，转发此条微博，就有机会获得演唱会入场资格等精美奖品。 梦想，我陪你一起追逐,CqLQylKNQ,微博活动,,,,,12658,413,606,1436686250000
3864598471872561,1889390325,1889390325,冰糖-雪莉,3863804545184802,转发微博,Cr6v57R8B,微博 weibo.com,,,,,0,0,0,1436875538000
3859522596146954,1889390325,1889390325,冰糖-雪莉,,我参与了@SNH48-李艺彤 发起的投票 【【如果李艺彤总选前四，你想让她做的事？】】，我投给了“和络络拍汉服xLolita的私影”这个选项。你也快来表态吧~【如果李艺彤总选前四，你想让她做的事？】,CoYsbpN6q,投票,,,,,0,0,0,1435665356000
3671293649765528,2794358024,2794358024,UC浏览器,,#UC浏览器让红包飞#说来就来！新年有礼，马上有奖来喽~不管您是原创、转发、评论、点赞，只要是参与#UC浏览器让红包飞#话题，就有机会获马代单人游、自拍神器、ipad mini、京东500元购物卡以及UC公仔，还在等什么，赶紧躁起来！[让红包飞][马到成功],AtUFKEYsw,微博 weibo.com,http://ww2.sinaimg.cn/wap180/a68e8508gw1ecxvccqtglj20c80zctf0.jpg,,,,70477,980601,622,1390788078000
